video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
MJUevblAbkH,17.24.01,Video US #000,Channel_35,14,2017-01-08T07:08:00.000Z,tag1|tag2,14843519,943059,77336,146352,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
lNftsrncxgV,17.23.03,Video US #001,Channel_6,18,2017-02-11T08:09:00.000Z,tag1|tag2,19724861,1740387,82497,324782,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
OZSTtxRisIK,18.07.10,Video US #002,Channel_44,21,2018-02-02T21:14:00.000Z,tag1|tag2,4841741,1278440,83327,90225,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
CJROlbqnkXT,17.15.03,Video US #003,Channel_21,7,2017-02-09T20:44:00.000Z,tag1|tag2,44035744,1047963,51956,464328,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
CMwEsZhzNSh,18.09.03,Video US #004,Channel_11,26,2018-01-08T23:35:00.000Z,tag1|tag2,45716321,886333,78272,33806,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
SaLJBnHfwxX,18.20.07,Video US #005,Channel_47,9,2018-04-17T08:35:00.000Z,tag1|tag2,33643765,1598950,23516,266671,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
hNCOBaqbWTR,17.10.11,Video US #006,Channel_20,8,2017-11-17T19:12:00.000Z,tag1|tag2,3937292,506144,74464,496974,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
BgIXiBFYWNJ,17.24.02,Video US #007,Channel_46,10,2017-02-27T02:48:00.000Z,tag1|tag2,26825919,1409629,85280,196279,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
rElldGlVSdm,18.15.09,Video US #008,Channel_43,16,2018-02-08T07:04:00.000Z,tag1|tag2,14427188,1131855,17442,379745,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
eIsvScHHdLP,18.26.04,Video US #009,Channel_7,8,2018-04-26T13:12:00.000Z,tag1|tag2,12907392,399896,70392,235702,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
WxSCcZRYWSi,17.06.07,Video US #010,Channel_32,16,2017-03-15T07:55:00.000Z,tag1|tag2,14394338,1814303,52665,473639,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
OxvXZCLipYE,17.13.03,Video US #011,Channel_35,2,2017-01-13T08:59:00.000Z,tag1|tag2,21095662,120884,6672,306777,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
ejEJmgUmEGv,18.28.09,Video US #012,Channel_38,19,2018-09-06T01:32:00.000Z,tag1|tag2,35133354,664475,34279,107590,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
pqNdxZZdlnW,18.09.04,Video US #013,Channel_5,29,2018-04-05T21:41:00.000Z,tag1|tag2,16443649,775954,37453,83204,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
aQpIWggfCoF,18.23.09,Video US #014,Channel_46,11,2018-05-20T20:33:00.000Z,tag1|tag2,13713184,1442785,83230,447671,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
GRcrgYiwKDf,18.16.09,Video US #015,Channel_45,29,2018-05-28T01:05:00.000Z,tag1|tag2,10052863,1145185,4822,438068,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
qUPSUkmfOTv,18.18.10,Video US #016,Channel_40,24,2018-03-14T04:02:00.000Z,tag1|tag2,10421898,1942467,31129,453802,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
rWPSQnOfTSl,17.14.03,Video US #017,Channel_30,12,2017-01-06T23:59:00.000Z,tag1|tag2,20531012,1721789,29931,117376,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
dOsAJRrbTnE,17.07.11,Video US #018,Channel_17,2,2017-07-11T08:55:00.000Z,tag1|tag2,7324771,1252100,57059,181739,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
DnKaWBLMIsd,18.20.07,Video US #019,Channel_43,11,2018-05-04T12:57:00.000Z,tag1|tag2,41869251,659328,87051,445104,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
qKCjItMjDvR,17.10.12,Video US #020,Channel_20,10,2017-09-10T21:26:00.000Z,tag1|tag2,14155121,902540,76119,318565,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
yUPieAGrQNI,18.15.08,Video US #021,Channel_15,26,2018-08-22T06:32:00.000Z,tag1|tag2,13413383,310023,3301,24729,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
